# Program:featureCounts v1.5.2; Command:"/data/biohub/local/subread-1.5.2-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "2" "-T" "16" "-p" "-a" "/data/biohub/Refs/zebrafish/Danio_rerio.GRCz10.88.gtf" "-o" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/featureCounts/rRNA_genes.out" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/10_Ps2Ex3M1_WT_6month_07_07_2016_F3_86_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/2_Ps2Ex3M1_Heter_6month_07_07_2016_F3_81_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/7_Ps2Ex3M1_Hom_6month_07_07_2016_F3_83_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/1_Ps2Ex3M1_Heter_6month_07_07_2016_F3_80_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/8_Ps2Ex3M1_Hom_6month_07_07_2016_F3_85_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/3_Ps2Ex3M1_Heter_6month_07_07_2016_F3_84_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/4_Ps2Ex3M1_Heter_6month_07_07_2016_F3_89_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/6_Ps2Ex3M1_Hom_6month_07_07_2016_F3_82_Fem_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam
ENSDARG00000070140	3;3;3;3;3;3;3;3;3;3;3	39049957;39050818;39051072;39052978;39053179;39053452;39053709;39053989;39055131;39055674;39056079	39050674;39050977;39051238;39053087;39053317;39053571;39053906;39054190;39055372;39055856;39056255	-;-;-;-;-;-;-;-;-;-;-	2416	1	2	0	4
ENSDARG00000089377	3;3;3;3;3;3;3;3;3;3;3;3;3	39057396;39058224;39058512;39058512;39064698;39064698;39065183;39065183;39065330;39065330;39065965;39065965;39066734	39058384;39058384;39058630;39058630;39064834;39064834;39065245;39065245;39065386;39065386;39066048;39066079;39066856	-;-;-;-;-;-;-;-;-;-;-;-;-	1603	4	0	3	1
ENSDARG00000052966	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39096238;39097002;39099474;39099474;39101827;39101827;39102124;39102124;39102279;39103445;39103445;39106938;39106938;39109148;39109148;39109403;39109403;39109576;39109576;39111653;39111653;39112478;39112478;39117689;39117689	39097543;39097543;39099611;39099611;39101994;39101994;39102294;39102177;39102294;39103553;39103553;39107108;39107108;39109264;39109264;39109494;39109494;39109694;39109694;39111797;39111797;39112580;39112580;39118061;39117819	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3012	832	1075	801	921
ENSDARG00000097166	3;3;3;3;3;3;3;3;3	39117572;39117772;39117800;39117945;39117994;39122083;39122083;39122083;39122083	39117633;39117877;39117877;39117995;39118033;39122515;39122515;39122515;39122515	+;+;+;+;+;+;+;+;+	690	10	1	3	6
ENSDARG00000052957	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39118224;39118225;39124200;39124200;39125947;39125947;39126207;39126207;39126471;39126471;39127113;39127113;39127923;39127923;39130226;39130226;39130485;39130485;39132567;39132567;39136268;39136268;39136584;39136584;39137892;39139138;39139173;39150308;39150308;39162962;39162962	39122321;39122321;39124349;39124349;39126082;39126082;39126385;39126385;39126587;39126587;39127266;39127266;39128069;39128069;39130378;39130378;39130629;39130629;39132768;39132768;39136493;39136493;39136733;39136713;39137906;39139366;39139366;39150475;39150475;39163433;39163433	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6741	469	699	579	575
ENSDARG00000052950	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39171184;39171236;39177623;39177623;39180181;39180181;39181180;39181180;39181399;39181399;39181834;39181834;39182167;39182167;39182413;39182413;39184979;39184979;39186063;39186063;39186380;39186380;39188411;39188411;39190739;39190739;39193313;39193313;39193490;39193490;39196072;39206224;39206224;39213207;39213207;39213654;39213654;39221141;39221141;39223048;39230145;39312778	39175785;39175785;39177654;39177654;39180274;39180274;39181221;39181221;39181524;39181524;39181923;39181923;39182240;39182240;39182491;39182491;39185131;39185131;39186291;39186291;39186441;39186441;39188719;39188719;39190876;39190876;39193352;39193352;39193601;39193601;39196230;39207934;39207934;39213261;39213261;39213732;39213732;39221207;39221233;39223072;39230342;39313570	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9295	3797	4747	2649	3813
ENSDARG00000097747	3;3	39230015;39312778	39230342;39313045	-;-	596	0	1	1	1
ENSDARG00000004748	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39331322;39331330;39332288;39332795;39332811;39333846;39338069;39338073;39338073;39338073;39338267;39338267;39338267;39338267;39338613;39338613;39338613;39338613;39341695;39341695;39341695;39341695;39344357;39344357;39344357;39344357;39344595;39344595;39344595;39344595;39344945;39344945;39344945;39344945;39345189;39345189;39345189;39345189;39346544;39346544;39346544;39346544	39333572;39333568;39332569;39333572;39333572;39333847;39338170;39338170;39338170;39338170;39338523;39338523;39338523;39338523;39338784;39338784;39338784;39338784;39341989;39341989;39341989;39341989;39344502;39344502;39344502;39344502;39344863;39344863;39344863;39344863;39345107;39345107;39345107;39345107;39345209;39345209;39345209;39345209;39346624;39346624;39346624;39346662	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3797	10	3	4	8
ENSDARG00000052905	3;3;3;3;3;3;3;3;3;3	39398156;39399128;39399260;39402080;39403441;39404162;39404474;39404693;39405033;39407480	39398216;39399160;39399422;39402348;39403589;39404381;39404603;39404937;39405133;39408231	+;+;+;+;+;+;+;+;+;+	2123	3	3	4	15
ENSDARG00000097765	3;3;3;3	39413904;39417191;39418772;39421163	39414110;39417301;39418909;39422641	+;+;+;+	1935	11	19	34	22
ENSDARG00000011665	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39425141;39426432;39426630;39426929;39426929;39426929;39428010;39428010;39428010;39428853;39428853;39428853;39431721;39431721;39432985;39432985;39434710;39434710	39425218;39426549;39426813;39427047;39427047;39427047;39428276;39428276;39428276;39428997;39429013;39429013;39431979;39431979;39433184;39433184;39435194;39434805	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1871	2913	3825	3397	4087
ENSDARG00000037865	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39437535;39437912;39438027;39438997;39439229;39441818;39441983;39444266;39444489;39444749;39447024;39447177;39450709;39450913;39457078	39437828;39437948;39438123;39439080;39439308;39441903;39442055;39444409;39444649;39444801;39447092;39447232;39450802;39451053;39457481	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1873	94	121	92	114
ENSDARG00000019326	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39458704;39458732;39458766;39459271;39459271;39459318;39461212;39461212;39461212;39461623;39461623;39461623;39462057;39464278;39464278;39464278;39464550;39464550;39464550;39465980;39465980;39469520;39469756;39469909;39470139	39458820;39458820;39458820;39459578;39459478;39459478;39461264;39461264;39461264;39461689;39461689;39461689;39462124;39464450;39464450;39464450;39464619;39464665;39464665;39466035;39466012;39469668;39469826;39470055;39471368	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2555	333	557	536	592
ENSDARG00000090340	3;3;3;3;3	39477713;39478347;39482180;39483184;39484876	39478255;39482073;39482304;39483351;39485554	-;-;-;-;-	5242	13	17	11	15
ENSDARG00000097190	3;3	39485603;39489689	39485723;39490240	+;+	673	0	0	0	0
ENSDARG00000005414	3;3;3;3;3	39489072;39492128;39502494;39505739;39505931	39489870;39492296;39502613;39505836;39506163	-;-;-;-;-	1419	54	70	53	70
ENSDARG00000081971	3	39507587	39507704	-	118	0	0	0	0
ENSDARG00000008377	3;3;3;3;3;3;3;3;3;3;3	39514391;39521935;39522398;39524731;39530627;39535246;39536332;39540908;39541580;39541757;39543743	39514847;39522723;39522723;39524832;39530739;39535347;39536461;39541075;39541669;39541954;39548360	+;+;+;+;+;+;+;+;+;+;+	6767	592	900	923	824
ENSDARG00000011727	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39549667;39550375;39550500;39550641;39550641;39550641;39552271;39552271;39552271;39552424;39552424;39552424;39553502;39553502;39553502;39553838;39553838;39553944;39554007	39550539;39550539;39550539;39550708;39550708;39550708;39552333;39552333;39552333;39552520;39552520;39552520;39553610;39553610;39553610;39554200;39553906;39553998;39554208	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1581	145	131	131	123
ENSDARG00000060496	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39711930;39716734;39717204;39728128;39730406;39734290;39736629;39742417;39765596;39767672;39768131;39770190;39773452;39775001;39776943;39779041;39780734;39780935;39781095;39781612;39782636;39783152;39783363;39792930;39794683;39798328;39798334;39800403;39800403;39803070;39803070;39803726;39803726;39803923;39803923;39807508;39807508;39807779;39807779;39808275;39808275	39712041;39716867;39717301;39728287;39730718;39734382;39737388;39742772;39765747;39767857;39768248;39770345;39773533;39775179;39777302;39779141;39780851;39781003;39781276;39781738;39782761;39783241;39783555;39793081;39794792;39798467;39798467;39800473;39800473;39803148;39803148;39803847;39803847;39804231;39804231;39807676;39807676;39807933;39807933;39810583;39812369	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9667	2116	2004	2082	2090
ENSDARG00000083829	3	39742961	39743098	+	138	3	8	6	10
ENSDARG00000097913	3;3	39804007;39809281	39804223;39809669	-;-	606	1	0	0	3
ENSDARG00000074703	3;3;3;3;3;3	39816549;39817757;39818669;39821047;39823294;39825175	39816980;39817918;39818996;39821286;39823417;39825554	+;+;+;+;+;+	1666	118	175	122	143
ENSDARG00000009693	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39828496;39828497;39833368;39833368;39833550;39833550;39837350;39837350;39840111;39840111;39840315;39840315;39842663;39842663;39846040;39846040;39846297;39846297;39848044;39848044;39850501;39850501;39851426;39851426;39852338;39852338;39854261;39854261;39855695;39855695;39858155;39858454;39858503;39858503;39861582;39861582;39861582;39861582;39861999;39861999;39861999;39861999;39872754;39872754;39872754;39872754;39873324;39873324;39873324;39873324;39873578;39873578;39873578;39873578;39909470;39909470;39909470;39909470;39912677;39912677;39912677	39830828;39830828;39833469;39833469;39833673;39833673;39837429;39837429;39840225;39840225;39840579;39840579;39842946;39842946;39846181;39846181;39846450;39846450;39848336;39848336;39850605;39850605;39851579;39851579;39852405;39852405;39854478;39854478;39855849;39855849;39858557;39858557;39858557;39858557;39861714;39861717;39861717;39861717;39862161;39862161;39862161;39862161;39872897;39872897;39872897;39872897;39873454;39873454;39873454;39873454;39873659;39873659;39873659;39873659;39909567;39909567;39909567;39909567;39912880;39912891;39912909	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5982	478	726	870	664
ENSDARG00000075292	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	39914627;39918244;39920041;39920265;39921702;39921966;39922856;39923817;39924441;39924626;39927791;39927984;39928142;39929248;39929426;39929654;39935893;39936082;39937235;39938831;39939051;39939461;39939618;39941124;39941380;39943845;39944073;39945034;39945225;39949236;39951867;39952091;39953716;39957961;39961309;39961563;39963624;39963815;39964260;39964971;39965106;39965276;39965604;39966906;39967113;39967277;39968940;39969105;39969327;39969550;39969760;39972233;39979862;39980088;39982469;39982677;39982913;39985273;39986760;39986949;39988193;39988344;39989447	39915237;39918384;39920174;39920398;39921835;39922126;39922952;39923894;39924535;39924756;39927873;39928057;39928214;39929323;39929568;39929859;39936004;39936223;39937353;39938946;39939126;39939520;39939733;39941274;39941470;39943986;39944151;39945144;39945289;39949359;39951958;39952197;39953907;39958033;39961487;39961798;39963719;39963945;39964341;39965024;39965190;39965451;39965721;39967030;39967158;39967431;39969017;39969230;39969458;39969645;39969883;39972291;39979975;39980249;39982582;39982740;39983016;39985363;39986834;39987058;39988256;39988426;39994885	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12857	11	20	13	18
ENSDARG00000006642	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40011961;40012383;40012436;40012767;40012767;40014230;40014230;40016491;40016491;40016491;40016732;40016732;40016732;40016910;40016910;40018579;40018579;40018735;40018735;40018918;40018918;40019658;40019658;40019825;40019825;40020597;40020597;40020931	40012676;40012676;40012820;40012820;40012820;40014288;40014288;40016656;40016656;40016656;40016829;40016829;40016829;40017000;40017000;40018651;40018651;40018825;40018825;40018978;40018978;40019747;40019747;40019985;40019985;40020985;40020698;40021009	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2163	159	236	246	233
ENSDARG00000070061	3;3;3;3;3;3;3;3	40020541;40022271;40022278;40023717;40023717;40023717;40026135;40026135	40020767;40022489;40022489;40023925;40024344;40023925;40026624;40026523	+;+;+;+;+;+;+;+	1564	44	63	69	78
ENSDARG00000014871	3;3;3;3	40028358;40030310;40034960;40036075	40028524;40030544;40035105;40038343	+;+;+;+	2817	3524	4260	3350	3666
ENSDARG00000014945	3;3;3;3;3;3;3;3;3;3;3;3	40043395;40046939;40047854;40048808;40051241;40051410;40051661;40051882;40057293;40057589;40059343;40060450	40044347;40047083;40048010;40049655;40051325;40051585;40051769;40052099;40057504;40057718;40059455;40060749	-;-;-;-;-;-;-;-;-;-;-;-	3446	652	647	547	690
ENSDARG00000059701	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40064173;40067988;40068147;40070153;40070348;40070593;40071873;40072111;40072505;40074414;40074692;40076536;40076719;40076968;40077144;40077310;40077484;40078994;40079286;40079569;40080387;40080553;40081832;40082092;40082340;40084147;40084446;40087132;40087304;40090608	40065843;40068053;40068252;40070259;40070476;40070653;40072027;40072318;40072644;40074602;40074883;40076640;40076890;40077051;40077218;40077392;40077663;40079206;40079419;40079716;40080471;40080710;40082007;40082195;40082501;40084232;40084526;40087203;40087414;40090757	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5403	1479	1764	1561	1601
ENSDARG00000052827	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40093430;40095196;40099373;40099589;40099867;40103491;40103705;40104772;40106904;40107195;40107692;40107880;40109558;40109792;40110046;40110046;40110813;40111017;40111653;40112271;40112408	40093681;40095896;40099495;40099735;40100032;40103604;40103834;40104957;40107111;40107277;40107766;40107983;40109962;40109962;40110087;40110189;40110921;40111092;40111726;40112330;40112776	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3526	97	120	107	130
ENSDARG00000052818	3;3	40113550;40116602	40115663;40117092	+;+	2605	285	379	307	371
ENSDARG00000052816	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40119071;40123425;40123627;40123862;40126212;40126405;40126466;40126503;40127608;40127608;40127608;40128427;40128427;40128427;40129028;40129028;40129028;40129293;40129293;40129293;40133102;40133102;40133102;40134120;40134158	40119551;40123535;40123743;40123984;40126328;40126617;40126617;40126617;40127689;40127689;40127689;40128587;40128587;40128587;40129143;40129143;40129143;40129438;40129438;40129438;40133198;40133238;40133198;40134213;40134199	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1898	14	28	73	30
ENSDARG00000002967	3;3;3;3;3;3	40135846;40138169;40138793;40140488;40142113;40142424	40136344;40138320;40138911;40140583;40142204;40142886	-;-;-;-;-;-	1421	787	928	547	723
ENSDARG00000017084	3;3;3;3	40142740;40143377;40145221;40145499	40143149;40143499;40145387;40145983	+;+;+;+	1185	286	365	305	386
ENSDARG00000020217	3;3;3;3;3;3;3;3	40147560;40148066;40148210;40148442;40149316;40149513;40152301;40152568	40147959;40148116;40148362;40148537;40149409;40149585;40152477;40153397	+;+;+;+;+;+;+;+	1874	171	253	212	192
ENSDARG00000037867	3;3;3;3	40154927;40155515;40158040;40159327	40155415;40155631;40158147;40159609	-;-;-;-	997	692	1032	1127	1170
ENSDARG00000059690	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40173552;40173555;40176674;40176674;40182069;40182069;40186091;40186091;40187794;40187794;40188021;40188021;40191697;40191697;40196793;40196793;40203723;40203723;40204001;40204001;40206929;40206929;40207739	40173770;40173770;40176897;40176897;40182200;40182200;40186204;40186204;40187922;40187922;40188095;40188095;40191953;40191953;40196916;40196916;40203910;40203910;40204241;40204241;40207642;40207352;40207875	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2554	329	386	397	447
ENSDARG00000097119	3;3	40256004;40262647	40256428;40263295	-;-	1074	14	27	32	26
ENSDARG00000077052	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40265494;40265570;40267117;40267117;40289017;40289017;40300319;40300319;40300987;40300987;40304593;40304593;40306164;40306164;40306951;40306951;40307239;40307239;40307699;40307699;40308824;40308824;40310190;40310190;40314023;40314023;40314276;40314276;40314510;40314510;40314910;40314910;40316669;40316669;40322685;40322685;40325603;40325603;40326406;40326406;40327892;40327925;40329780;40329780;40337284;40337284;40337822;40337822;40338456;40338456;40339015;40339015;40339477;40339477;40342471;40342471;40342848;40342848;40343012;40343012	40265744;40265744;40267452;40267452;40289163;40289163;40300423;40300423;40302732;40302732;40304695;40304695;40306369;40306369;40307097;40307097;40307423;40307423;40308125;40308125;40309768;40309768;40310341;40310341;40314156;40314156;40314425;40314425;40314690;40314690;40315282;40315282;40316929;40316929;40322924;40322924;40326006;40326006;40326537;40326537;40328069;40328069;40329897;40329897;40337359;40337359;40337930;40337930;40338572;40338572;40339173;40339173;40340762;40340762;40342707;40342707;40342922;40342922;40346993;40346988	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12962	11204	10737	8563	11413
ENSDARG00000037870	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40384249;40384249;40385020;40385020;40385021;40385024;40385287;40385287;40385287;40385287;40385427;40385507;40385610;40385876;40386014;40386014;40386014;40386014;40386014;40386014;40386344;40386344;40386344;40386344;40386344;40387835;40387835;40387835;40387835;40387835;40387835;40387835	40384934;40384934;40385201;40385201;40385201;40385201;40385725;40385725;40385725;40385725;40385725;40385919;40386253;40385919;40386253;40386473;40386253;40386037;40386253;40386253;40386473;40386473;40386473;40386473;40386468;40387917;40387918;40387917;40387920;40387921;40387946;40387924	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2167	11419	13904	15745	14739
ENSDARG00000098154	3	40385119	40385202	-	84	0	0	0	0
ENSDARG00000059680	3;3;3;3;3	40434589;40439471;40442032;40442342;40445937	40435523;40439627;40442153;40442509;40447631	+;+;+;+;+	3077	1756	1745	2417	1930
ENSDARG00000087893	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40463261;40466267;40474030;40476497;40502289;40505529;40508001;40510738;40510937;40511167;40513829;40514093;40514284;40514442;40516657;40516896;40522930	40463819;40466351;40474252;40476594;40502367;40505677;40508138;40510788;40511073;40511281;40513990;40514195;40514360;40515032;40516796;40517034;40523010	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2927	335	357	271	350
ENSDARG00000096870	3	40538073	40539143	-	1071	1	1	4	5
ENSDARG00000016086	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40548354;40553870;40556520;40558602;40559309;40562699;40563070;40563456;40565318;40565801;40568782;40571058;40573324;40573731;40573938;40574156;40581533;40626445	40550475;40553954;40556721;40558722;40559446;40562877;40563184;40563559;40565519;40565947;40568866;40571296;40573399;40573796;40574071;40574264;40581571;40626690	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4409	798	899	787	907
ENSDARG00000097780	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40649862;40649888;40649888;40649888;40649888;40650210;40650210;40650372;40650438;40650438;40650438;40650438;40651213;40651213;40651213;40651213;40651590;40651590;40651590;40651590;40652789;40652789;40652789	40649943;40649943;40649943;40649943;40649943;40650220;40650220;40650497;40650497;40651019;40651130;40650831;40651327;40651327;40651327;40651327;40651694;40651701;40651701;40651701;40652982;40653021;40653021	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1312	0	0	2	0
ENSDARG00000008383	3;3;3;3;3;3;3;3;3;3	40654252;40657915;40658087;40658789;40659094;40659285;40659615;40660675;40661989;40662181	40654421;40658004;40658191;40659011;40659201;40659497;40659690;40660868;40662079;40662597	+;+;+;+;+;+;+;+;+;+	1687	1019	1235	1343	1441
ENSDARG00000027063	3;3;3;3;3;3;3;3;3;3	40667153;40668040;40672457;40672656;40675140;40675328;40675606;40675759;40678092;40678277	40667294;40668114;40672561;40672878;40675247;40675534;40675681;40675955;40678182;40678754	+;+;+;+;+;+;+;+;+;+	1702	132	252	218	256
ENSDARG00000037871	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40679799;40682329;40683990;40684049;40684212;40684212;40684558;40684564;40684784;40684784;40686711;40686711;40686901;40686901;40691663;40691663;40691860;40691860;40694152;40694152;40695271	40680339;40682426;40684097;40684097;40684376;40684376;40684671;40684671;40684854;40684854;40686803;40686803;40686998;40686998;40691759;40691759;40692029;40692029;40694223;40694234;40695360	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1728	668	826	898	992
ENSDARG00000087446	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40699852;40700039;40714237;40714237;40714237;40718234;40718234;40718234;40724366;40724366;40724366;40724535;40724535;40724535;40727906;40727906;40728460;40728460;40728460;40741007	40700163;40700163;40714318;40714318;40714318;40718394;40718394;40718394;40724440;40724440;40724440;40724636;40724636;40724636;40727975;40727975;40729508;40728663;40728659;40741415	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2260	343	522	692	404
ENSDARG00000078111	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40734695;40737922;40738209;40739414;40739630;40740988;40741220;40743815;40744066;40746120;40746237;40751303;40751573;40753018;40753233;40754779;40755029	40734965;40738136;40738341;40739511;40739741;40741140;40741362;40743993;40744228;40746157;40746377;40751471;40751685;40753162;40753419;40754916;40755069	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2439	120	116	97	102
ENSDARG00000037872	3;3;3;3;3;3;3;3;3	40759885;40764575;40765881;40768466;40771703;40774862;40775095;40785724;40790641	40760854;40764769;40766135;40768632;40771896;40775008;40775251;40785921;40791557	-;-;-;-;-;-;-;-;-	3200	766	890	779	908
ENSDARG00000070021	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	40794236;40794243;40795130;40795130;40795669;40795669;40798110;40798110;40798379;40798379;40798542;40798546;40798750;40798750;40799088;40799088;40799275;40799275;40799503;40799503;40801717;40801717;40801841;40801841;40803738;40803738	40795049;40795049;40795292;40795292;40795895;40795895;40798270;40798270;40798469;40798459;40798670;40798670;40798898;40798898;40799173;40799173;40799394;40799394;40799602;40799602;40801769;40801769;40801934;40801934;40803866;40803852	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2316	2	4	6	4
